text,label
“Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.”,1
Purdue's Sackler family fights 'inflammatory' Massachusetts opioid case.,0
"Slash sugar intake to fight obesity, tooth decay: WHO.",0
Australia begins pre-clinical testing for coronavirus vaccine.,0
“The CDC has recommended mail in voting. That’s what this whole pandemic is about: the election!”,1
Happiness makes for a healthy heart.,0
Vietnam military to test bird flu vaccine on humans.,0
"""Legal prescription drugs """"statistically kill 100,000 people a year, (but) there are no documented deaths due to marijuana.""",1
New Antibiotic Packs a Punch Against Bacterial Resistance,1
"""Obamacare insurance cooperative failures """"should be expected"""" because they're like any business, and """"when you start businesses in America, at the fifth year, half of the businesses have closed.""",1
Treatment brings hope for ovarian cancer,0
Babysitter Nora Jackson was arrested in Florida for tying a baby to a ceiling fan for 26 hours.,1
New emerging research suggests Montmorency tart cherries may help enhance gut health,1
  Compact fluorescent light bulbs (CFLs) are radioactive and add more toxicity to the environment than regular light bulbs because they contain mercury. ,1
List describes a number of amazing coincidences that can be found between the assassinations of Abraham Lincoln and John F. Kennedy.,1
Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.,0
"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.",0
Common Diagnostic Test May Prolong Low Back Pain,1
Next step for anti-cancer vaccine,1
"“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”",1
"In lockdown Britain, 'Mancunian Motivator' brings fun and fitness to neighbours.",0
Consuming more olive oil may protect against strokes,1
"CNN asked a survivor of the 14 February 2018 mass shooting in Parkland, Florida to deliver scripted remarks during a televised town hall.",1
We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,1
"A significant number of internet users 'attacked' Andrew Pollack, a man mourning the death of his daughter, on the basis of his support for Donald Trump.",1
Increasing the Odds of Prostate Cancer Detection,1
 Drinking a few spoonfuls of Apple Cider Vinegar a day brings a host of health benefits. ,1
Baby Orajel can cause infants to stop breathing and turn blue.,0
A Centers for Disease Control and Prevention doctor said the flu vaccine is causing the deadly flu epidemic.,1
Canadian prime minister Justin Trudeau is Fidel Castro’s son.,1
China reports second case of new bird flu strain.,0
"""Baby witches"""" on TikTok/WitchTok collaborated to """"hex the moon"""" and """"hex the fae"""" in July 2020.""",1
Chew On This: Sticking With Nicotine Gum for the Long Haul,1
Facebook post Says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,1
"""A photograph shared on social media in mid-2019 shows a """"skinhead"""" police officer with a """"right-wing militia"""" tattoo. """,1
South Africa's Karoo drills and prays as taps run dry.,0
"""A teenager was given a 25-year prison sentence for a prank known as """"swatting.""",1
"Twenty-seven out-of-state pharmaceutical companies have raised more campaign dollars (against a drug price control measure) than all other state ballot measures have raised to date, combined.",1
4D scans show fetuses yawn in the womb.,0
Health officials: New HIV diagnoses on decline in Chicago.,0
Targeted Breast Cancer Drug Shrinks Tumors,1
Jacobs Ladder climbers reap tough fitness rewards.,0
Reviving Memory With An Electrical Current,1
Investigation: Lead in some Canadian water worse than Flint.,0
Target does not allow Salvation Army bellringers to solicit donations on stores premises.,0
Alzheimer's Disease Prevention: New Journal Article Highlights Benefits of Meditation and Spiritual Fitness,1
Ted Kaczynski has less restrictive confinement than the youth at Lincoln Hills.,0
"Multigene test may find risk for heart disease, diabetes and breast cancer",1
"More stress tests needed before angioplasties, study says",0
"'I thought I would never wake up,' Belgian doctor says after surviving COVID-19.",0
Solar-powered plane takes off for flight across U.S.,0
Rules call for swing to healthier snacks in schools.,0
"""As a result of climate change, ice fishermen in Wisconsin """"are already noticing fewer days they can be out on our ice covered lakes.""",0
A pair of photographs shows a severely dehydrated homeless veteran on the streets of Los Angeles.,0
“Hair weave and lace fronts manufactured in China may contain the coronavirus.”,1
Jelly sandals sold by Walmart contain unsafe amounts of lead.,1
"Forcing Americans off of their current health coverage and onto a government-run plan isn't the answer, but that's exactly what the Democrats' plan would do.",1
Study hints multivitamins aid women’s heart health,1
"Dr. Abdu Sharkawy, an infectious diseases specialist, penned a viral Facebook post warning about the loss of reason in the face of panic over the new coronavirus in 2020.",0
Eating carrots results in significantly improved vision.,1
China's Wuhan to keep testing residents as coronavirus lockdown eases.,0
Anti-perspirants have been identified as the leading cause of breast cancer. ,1
"When ingested orally or applied topically to an open wound, cayenne pepper can stop serious bleeding.",1
Trump plan to stop HIV epidemic targets high-infection areas.,0
Viral image Says Chadwick Boseman was poisoned and his death is being investigated as a homicide.,1
Poland hit by bird flu outbreak on turkey farms.,0
Lung ultrasound may be a safe substitute for chest X-ray when diagnosing pneumonia in children,0
"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",1
"""David Cicilline Says """"John Loughlin voted to let people accused of domestic violence keep their guns.""",0
Extending dosing intervals reduces deadly side effect risk from multiple sclerosis drug,1
"""New U.S. Army medics will be treating battlefield injuries with """"alternative medicine"""" such as homeopathic dilutions and prayer beads.""",1
"For richer or poorer: coronavirus, cheap oil test climate vows.",0
"""Walter Reed Hospital will accept Christmas cards addressed to """"A Recovering American Soldier.""",1
Quality of Life Found Equal With 2 Breast Cancer Drugs,1
"""A photograph shows a """"new hand sign"""" that is being used by teenagers to signal that they wish to buy or sell drugs.""",1
"""Statistics show """"you are about nine times more likely to be assaulted by a taxi driver"""" in Austin than a driver for a ride-hailing service.""",1
 An email is received alleged to be from a seven year old girl who has lung cancer from second hand smoke and a large brain tumor from beatings.  The email says she will die without help but that her family can’t pay.  Recipients of the message are asked to forward it to others and that the Make-A-Wish Foundation has agreed to donate 7 cents for each name on the list for Amy’s medical treatment.  ,1
Former nicotine research monkeys now at primate sanctuary.,0
TV product placements termed junk food ad loophole.,0
High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.,1
A space odyssey: cosmic rays may damage the brains of astronauts.,0
Chicago teachers’ strike highlights support staff shortages.,0
"In clamor to reopen, many black people feel overlooked.",0
"J&J, FDA warn of liver risk with HIV drug patients.",0
California gorilla treated for cataract.,0
Researchers identify two coronavirus strains as China cases dwindle.,0
Laparoscopic anti-reflux operation for GERD linked to fewer postoperative complications,0
CDC Caught Flying Diseased Caravan Migrants Into U.S. for Medical Treatment,1
A photograph shows one petri dish that was coughed on by a person not wearing a mask and another petri dish coughed on by the same person wearing a mask. ,0
Stricter liquor rules give Lithuanians a severe hangover.,0
Indonesian police arrest hundreds linked to forest fires.,0
FDA finds increase in suicide symptoms for patients using seizure medications,0
"""The government will """"go out and buy my breast pump for my babies.""",1
The charred remains of a scuba diver were discovered in a tree after a forest fire.,1
Coconuts are busting out all over,1
 Faith Hoemspine is a 5-year-old who is             fighting a losing battle with cancer.  She’s in the Shriner’s             hospital in Cincinnati and wants to receive the most get well cards             anyone has ever received.  ,1
Ingredient in magic mushrooms is shown to ease anxiety and depression in cancer patients in one dose,0
Three tests may foil artery-disease deaths,1
"If Congress does not pass the renewal of the payroll tax cut before the end of the year, nearly 160 million working families will see their taxes go up by roughly $1,000.",1
A video proves that a Starbucks Venti cup (20 ounces) is suspiciously similar in volume to a Starbucks Grande cup (12 ounces.),1
Panel calls for vaccine for adult smokers,1
Foot wrap offers alternative to medication for patients with restless legs syndrome,1
Artist Pablo Picasso died in 1973.,0
Wendy Davis opposes any limits on abortion.,1
We are the most generous in New England and New England is known for its generosity toward its welfare recipients.,1
"Accutane Linked Heart, Liver Woes",0
"“For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.”",1
Aviation experts puzzled after airliner dumps fuel over city.,0
"""Ponzi schemer Scott Rothstein """"gave hundreds of thousands of campaign cash to control Crist’s appointments of key state judges.""",1
"In taking on high drug prices, Trump faces a complex nemesis.",0
“Even President Trump’s own EPA has admitted that this rule (on air pollutants) threatens to cause serious health problems including brain damage and death and to inflict billions of dollars of economic damage on our struggling economy.”,1
"Prostate cancer being overtreated, study shows",0
"""Milwaukee County Sheriff David A. Clarke Jr. advised citizens to """"point that barrel center mass and pull the trigger"""" because """"911 is not our best option.""",0
A Touch of Massage Therapy: Reiki Used for Cancer Patients,0
Seoul: North Korea confirms African swine fever outbreak.,0
3-Drug Therapy Might Be Cystic Fibrosis 'Breakthrough',1
Coronavirus pandemic disrupts Appalachian Trail dreams.,0
“Of course I will always protect those with preexisting conditions. Always.”,1
Star football player Brian Banks was convicted of raping a woman who confessed on Facebook that she fabricated her accusation -- after he served six years in prison.,0
"In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma — it's declined precipitously.",1
Duchess of Cambridge pool-playing skills deemed ‘dreadful’.,0
Caregiver of Indian girl found dead in Texas wants answers.,0
Maker of Four Loko flavored malt liquor accepts marketing limits.,0
German doctor fined again over abortion advertising ban.,0
European labs to receive control material to spot false negative coronavirus tests.,0
"Jimmy Carter: To beat Trump, Dems cannot scare off moderates.",0
"13 percent of Americans, the lowest ever, are without health care.",1
"Twig tea, anyone? Study says labels often mislead.",0
Chris Abele Says Milwaukee County buses are no less safe now than a year or two ago.,1
"With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.",0
"Facing shortages, India bets on China for swift ramp-up of protective health gear: sources.",0
Got High Blood Pressure? Kiwi Fruit May Help,1
"As California thins forests to limit fire risk, some resist.",0
"Crystal Griner, the officer who saved Steve Scalise, is a lesbian (and the congressman is anti-gay rights).",0
Pacemaker-like device combined with defibrillator reduces deaths in mild heart failure by 29%,1
Roche sues U.S. executives in fight over diabetes test strips.,0
"Magic mushroom ingredient may ease severe depression, study suggests",1
Doctors warn of demand for 'vaginal seeding' despite thin evidence.,0
Lady Gaga's halftime performance at the 2017 Super Bowl took the form of a Satanic ritual.,1
Chick-fil-A has donated money to organizations that oppose same-sex marriage.,0
European Medicines Agency recommends licensing Ebola vaccine.,0
Drug Extends Prostate Cancer Survival,1
"""The last line of an October 1886 Statue of Liberty dedication speech read: """"There is room in America and brotherhood for all who will support our institutions and aid in our development. But those who come to disturb our peace and dethrone our laws are aliens and enemies forever.""",1
Mammograms Can Save Lives of Women in Their 40s: Study,0
"Fad diets can work, but experts find no magic slimming bullet.",0
Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.,1
Britain’s young royals promote conversation on mental health.,0
People have died laughing.,0
Metaphorical Washington ‘swamp’ overrun by actual vermin.,0
4 hepatitis A cases found in Denver; vaccinations stepped up.,0
"In April 2019, when the U.S. House of Representatives voted to reauthorize the Violence Against Women Act, the NRA opposed the move due to the addition of amendments that would lower the criminal threshold required to bar someone from buying a gun.",0
"""President Trump lifted sanctions against Russia as a """"gift"""" to Putin.""",1
"Marijuana legalization could help offset opioid epidemic, studies find",1
“Queen Elizabeth tests positive for COVID-19.”,1
Swedish PM tells Swedes to take responsibility in national address on coronavirus.,0
"Castoreum, a secretion produced by beavers, is commonly used as a food additive.",1
"New Study Shows Ketamine May Regenerate Brain Cells, Relieving Depression with Lasting Benefit",1
"Fewer babies born with syphilis in Louisiana, more across US.",0
It's all about the roll when choosing running shoes.,0
"Joyce Beatty Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded.",0
Ex-day care worker charged in death of 6-month-old.,0
"Suicide is the cause of death for around 3,000 people per day",1
Confusion surrounds B12 deficiency,1
78 percent of women reconsider having an abortion after seeing an ultrasound of their pregnancy.,1
“The spot where they are ‘getting a sample’ for the COVID-19 test is called your Blood-Brain Barrier.”,1
"""U.S. President Donald Trump said """"hundreds"""" of governors are calling him amid the COVID-19 coronavorus pandemic.""",1
"""We have spent $350 million to deal with sea-level rise"""" in the Miami area and """"hundreds of millions of dollars to deal with coral reefs.""",1
Experimental TB Test Called Fast and Accurate,1
FDA approves first drug to treat hallucinations and delusions associated with Parkinson’s disease,1
23 states widen challenge to Trump administration car rules.,0
 This eRumor includes a series of pictures of what is says is the hand of a man who was bitten by a brown recluse spider.  It also claims that the brown recluse is the most dangerous spider in the U.S. ,1
"Nearly $2 billion in cash was flown over to Iran, money that the Obama administration has admitted is being used for terrorists and to support further activities there.",1
“Corona virus: Florida man arrested for robbery using cough as a weapon.”,1
Intravenous drug users commonly clean their needles by sticking them into rolls of toilet paper in public bathrooms. ,1
Vegetarians gaining ground in carnivorous Argentina.,0
Study: ADHD Diet Helps Reduce Symptoms,1
EU: Possible virus drug approval ‘before the summer’.,0
People with Type-A blood are more susceptible to COVID-19. ,1
"Crowded, stretched world awaits 7 billionth baby.",0
"French coronavirus death toll tops 1,000, lockdown likely to be extended.",0
Balloon-in-a-pill helped obese patients lose weight,0
Doctors have performed the first successful human head transplant.,1
"Mike Pence said that if abortion were allowed in cases of rape, then women would try to get raped in order to have abortions.",1
Vaccinations offered amid hepatitis worries in Franklin Co.,0
Muscle Relaxant May Ease Fibromyalgia Pain,1
"St. Patrick led the genocide of a contingent of Twa 'pygmies' from Central Africa, who were the original inhabitants of Ireland.",1
"""Scott Walker Says President Franklin Delano Roosevelt """"felt there wasn’t a need in the public sector to have collective bargaining because the government is the people.""",0
Braeburn Pharmaceuticals and Camurus announce positive top line results from Phase 2 opioid challenge study with CAM2038 in subjects with opioid use disorder,1
Photographs show a “new killer insect” that is able to spread a skin-altering virus when touched.,1
Surgeon’s trial study on cancer is hailed,1
"Niacin shrinks artery plaque; Merck’s Zetia does not and may carry risks, new study finds",0
"""The CDC linked a parasitic worm outbreak to the use of """"worm filler"""" in McDonald's beef patties.""",1
Macy's pulled funding from Planned Parenthood in December 2016 under pressure from anti-abortion groups.,1
"""Young people """"have a greater chance of being killed by the HPV vaccine than COVID-19.”""",1
"""Photographs of a six-year-old Happy Meal document that McDonald's food items don't break down or rot like """"real"""" food.""",1
"Forest fire around Chernobyl plant put out, Ukraine says.",0
"""Congress will begin its recess """"without having allocated one penny"""" to fight Zika.""",0
Vibrant Body Company staged an online bra promotion as a front for human trafficking.,1
Weight loss among fat-acceptance influencers a fraught topic.,0
"""I helped write"""" the Affordable Care Act.""",1
"After bridge collapse, flashbacks, anxiety for one survivor.",0
"""My """"border security efforts have led to a 60 percent decrease in border crime.""",1
First daughter Ivanka Trump was granted a trademark on coffins in China and stands to profit from the COVID-19 pandemic.,1
"Teenage births cost Texas taxpayers $1.1 billion in health care, foster care and lost tax revenue in 2010 alone.",1
"DNC speaker Khizr Khan, father of fallen Army Capt. Humayun Khan, is a Muslim Brotherhood operative.",1
Connecticut lawmakers considering expanding seatbelt law.,0
"NIH scientists adapt new brain disease test for Parkinson’s, dementia with Lewy bodies",1
Parkinson’s patients get relief from symptoms with Pilates,1
A proposed bill in Ohio would ban birth control pills and IUDs if it passes.,1
Dose reduction strategy can substantially reduce high cost of TNF inhibitor therapy in RA,1
"Pope Francis warns on 'evil' of drugs, opposes legalization.",0
"""The U.S. government """"subsidizes"""" medications for erectile dysfunction.""",0
"In rise of U.S. vape shops, owners eye new marijuana market.",0
Ventilator receives first approval in UK's coronavirus battle.,0
Colorado OKs electric car requirement to fight air pollution.,0
"Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.",0
"""Under current U.S. immigration policy, """"literally one person with a green card"""" can, in the extreme, bring in more than 270 of his relatives.""",1
Mini antibodies: biotech's next big thing?.,0
Drinking cold water after meals causes unpleasant and lasting side effects.,1
College cafeteria food is laced with laxatives.,1
Uterine fibroid embolization helps restore fertility,1
"Gangster John Dillinger's exceptionally large penis is housed in one of the Smithsonian museums in Washington, D.C.",1
"Attorney General Jeff Sessions said using marijuana leads to more sex, thus causing more unwanted pregnancies and more abortions.",1
Eating pecans had significant effect on biomarkers of heart disease and type 2 diabetes,1
BREAKING: Autopsy reveals that Kyle Rittenhouse’s first victim was shot in the back multiple times. Rittenhouse did not act in self-defense.,1
US report indicates broad risk of COVID-19 at wildfire camps.,0
Alternative to Statins Shows Promise,1
"A Popeye's manager in Brunswick, Georgia was caught lacing chicken with cocaine to drive business.",1
"Facebook post Says COVID-19 testing could be done with mouth swabs, so maybe deeper swabbing is “implanting something.”",1
We are at a 40-year low in our crime rate in our state.,0
'Like wartime' - Philippine doctors overwhelmed by coronavirus deluge.,0
The U.S. Department of Justice issued a card that exempts holders from wearing face masks on the grounds that it poses a health risk to them due to medical conditions they aren't required to disclose by authority of the Americans with Disabilities Act (ADA).,1
Talc verdict winner: Money can’t make up for lost health.,0
Entering the wrong PIN into a card reader will protect you against debit card fraud.,1
French women demand action amid high domestic violence rate.,0
 Bananas purchased at Walmart and other stores in the U.S. have been injected with HIV blood. ,1
A 12-year-old Wisconsin girl in died as a result of receiving the Gardasil HPV vaccine.,1
U.S. police killed more people in just one month than the U.K.’s did in over a century.,1
Some symptoms of a heart attack are subtle and can be mistaken for indigestion.,0
Pittsburgh Pirates pitcher Dock Ellis hurled a no-hitter while under the influence of LSD.,0
Locked-down French Catholics mark holy mass via YouTube.,0
"""New York Earth Day celebrates with """"virtual"""" forests.""",0
Antidepressants linked to major personality changes,1
We’ve got the cleanest country in the planet right now. There’s nobody cleaner than us.,1
"""Sotomayor thinks """"that one’s sex, race and ethnicity ought to affect the decisions one renders from the bench.""",1
"Breastmilk effectively treats many conditions, including abrasions, cuts, insect bites, diaper rash, eczema, acne, and burns.",1
Porter County to offer genetic tests for juvenile offenders.,0
The promise of proton-beam therapy,0
"When the Germans ordered Jews in occupied Denmark to identify themselves by wearing armbands with yellow stars during World War II, King Christian X of Denmark and non-Jewish Danes thwarted the order by donning the armbands themselves.",1
DRUG SHOWS PROMISE AGAINST VISION-ROBBING DISEASE IN SENIORS,1
"Health funding gap means 1,700 in Gaza may face amputations: U.N.",0
This new virus is not heat-resistant and will be killed by a temperature of just 26/27 degrees. It hates the Sun.,1
China reports 1st death from new type of coronavirus .,0
Mexico City plastic bag ban to take residents back in time.,0
Biotech is going to the dogs - and big profits await.,0
"""Health officials announced in June 2017 that Donald Trump's health is """"deteriorating.""",1
Fauci warns of ‘suffering and death’ if US reopens too soon.,0
Nebraska eyes county facility to treat juvenile offenders.,0
"""Astronaut and former NFL player Leland Melvin wrote an open letter to Donald Trump concerning the President's comments about the """"Take a Knee"""" protest.""",0
Health officials: At least 2 Idaho kids have died from flu.,0
Teen Feels 'Hopeful' After Experimental Stem Cell Procedure on Damaged Heart,1
Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,1
Things to Know: Face covering rules vary by jurisdiction.,0
The cities of Los Angeles and New York City announced that no concerts or sporting events would be held until 2021.,1
Continued protection sought for medical-marijuana states.,0
"According to recent reports, a group of death panels organized under Obamacare ordered their first execution.",1
"A Facebook post shows a huge turnout (of at least 650,000 people) at 2019's March for Life demonstration.",1
Legionnaires’ disease found in adjacent California prisons.,0
Australian wildfire smoke stokes health fears in cities.,0
"""Gilberto Hinojosa Says if Texas abortion measure passes, """"someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.""",1
Judge won’t compel health system to fund doctor’s defense.,0
"Jellyfish and lobsters are considered biologically immortal, meaning they don’t age and will never die unless they are killed.",1
Record $417M award in lawsuit linking baby powder to cancer.,0
Preventing cancer: Study finds dramatic benefits of weight-loss surgery,1
A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.,0
Newly Elected Republican Senators Sign Pledge to Eliminate Food Stamp Program in 2015.,1
Mental health services a concern in rural Nebraska schools.,0
Moroccan journalist denies charges of illegal abortion.,0
"Police executing a search warrant at the home of a Bloomington, Illinois, mortician discovered 218 embalmed human penises.",1
"""On the last night of the General Assembly, """"by 11 o'clock 95 to 98 percent of the business was done. So we really didn't have that late-night session. We were just holding on one bill.""",1
 Prayer requests for a boy named Dakota who was suffering from continuous seizures and was airlifted to a hospital in Dallas made the rounds on social media in December 2016 and May 2017. ,1
 A video from the Christian   Broadcasting Network (CBN)   television network reports on a Florida physician who is promoting the   use of pure coconut oil as possible treatment for Alzheimer’s symptoms.   She tells the story of helping her own husband overcome some Alzheimer’s   symptoms.     ,1
"For advanced lung cancer, immune therapy plus chemo prolongs survival",1
"""Singer """"Mama"""" Cass Elliot experienced an increase in her vocal range after she was hit in the head by a pipe.""",1
A Chinese engineer contracted an STD after having sexual intercourse with a sex robot prototype.,1
"EXPERIMENTAL DRUG VISTUSERTIB COULD SHRINKS TUMORS IN 50% OF OVARIAN CANCER PATIENTS, STUDY SUGGESTS",1
"Controversy stalks Nobel Peace, Literature prizes.",0
On the National Animal Identification System.,1
“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”,1
Brazil’s health minister resigns after one month on the job.,0
"The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.",0
Britain plans world's first go-ahead for '3-parent' IVF babies.,0
Drugs that activate brain stem cells may reverse multiple sclerosis,0
A can of wasp spray is a preferable alternative to pepper spray for protection against assailants.,1
Study: Cancer drug may endanger heart,1
"Remember after the shooting in Las Vegas, he [Trump] said, yeah, yeah we’re gonna ban the bump stocks. Did he ban the bump stocks? No.",1
"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",1
" There are various rumors surrounding the events of the bombing at the April 15, 2013 Marathon in Boston, MA.  At least three people have been killed and 140 people have been injured as a result of two bombs that exploded near the finish line. ",1
A photograph appears to show small schoolchildren playing alone in marked-off chalk squares drawn on playground asphalt.,0
U.S. ambassador says don't let farming 'smears' stop post-Brexit trade deal.,0
Couple asks state for quick decision about vaccination data.,0
"""North Carolina has banned """"sharia law.""",1
The discovery of a vaccine for the autoimmune disease diabetes has been announced.,1
A Virginia lawmaker proposed a bill that mandates on-site physical examinations of children's genitals to determine which gendered bathroom they're authorized to use.,1
"GlaxoSmithKline is recalling 600,000 Ventolin inhalers.",1
Acupuncture May Help Restore Lost Sense of Smell,1
"""Benzene has """"never been proven to be harmful.""",1
Measles cases confirmed in Vancouver and Portland.,0
"“We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.”",1
JB Pritzker Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,0
Charges dropped against Florida pastor over stay-home order.,0
New inhaler protects lungs against effects of air pollution,1
"""Excess consumption of coffee during periods of high stress can cause people to experience """"schizophrenic-like symptoms.""",1
Part of the process of determining that a Pope has died and is not merely sleeping calls for him to be tapped on the forehead with a silver hammer.  ,1
"""The COVID-19 coronavirus disease is """"spreading quickly from gas pumps.""",1
"There is a proven natural cure for cancer called sour honey, but pharmaceutical companies and politicians are trying to keep it under wraps for financial gain.",1
"Viral image Says if you donate blood, “they HAVE to test you” for coronavirus.",1
Michigan halts sale of marijuana e-cigs unless re-tested.,0
"""An animator for the """"My Little Pony"""" cartoon series was arrested for child pornography, proving that the PedoGate conspiracy is real.""",1
Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.,1
Will Europe's clampdown on faulty medical devices hurt patients?.,0
"""Sen. John McCain was referred to as """"Songbird John"""" following his imprisonment during the Vietnam War.""",1
Blood test predicts spastic cerebral palsy,1
Sleeping in on weekends may help reduce diabetes risk,0
Sweden: No Ebola virus detected in hospital patient.,0
A forwarded email turned into a social media meme uses statistics to show the effects of undocumented immigration.,1
Adding To Aspirin’s Reputation,1
"Tiny implantable device short-circuits hunger pangs, aids weight loss",1
Nike didn't sign Steph Curry because the NBA star insisted on putting a Bible verse on his sneakers.,1
"""After 44 years, we just got it passed ... veteran's choice. ... I said, I have the greatest idea. We're going to do this."""" """,1
Tennessee officer fired after working 2nd job while on duty.,0
“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,1
" The deadly Klebsiella plague from China is coming to the United States, and citizens have been warned to take action. ",1
"Malawi fights tsetse flies, disease after wildlife relocated.",0
"""Scientists """"are shocked to discover that weed kills corona virus”""",1
Elevated opioid risks found at Native American hospitals.,0
"""COVID-19"""" is named so because it is the 19th """"Chinese-Originated Viral Infectious Disease.""",1
 A report that the assassination of a top Democratic Party official named Seth Rich while he was on his way to testify about Hillary Clinton has led to the FBI capturing a so-called Clinton “Hit Team.” ,1
"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",0
Canada was placed under a nationwide boil-water notice in the spring of 2019. ,1
"Jason Isaac Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",1
"Global coronavirus death toll hits 100,000, cases over 1.6 million.",0
Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,0
Active duty Naval officer Jordan Lee Grinnell assaulted a black middle schooler.,0
Medical Breakthrough: Amazing New Heart Valve Procedure,1
Growing algae bloom in Arabian Sea tied to climate change.,0
A Better Option? A trial of cancer drugs yields a surprise–and questions,0
IKEA released a magazine ad which includes a pregnancy test.,0
CVS Health Research Institute Study Shows that Home Infusion Care Improves Patient Outcomes and Quality of Life While Reducing Overall Costs,0
An 8-year-old Yemeni girl was forced to marry a 40-year-old man and then died of vaginal injuries on their wedding night.,1
State finding better air during new tests at Howell factory.,0
Leeds Trinity University banned capital letters to avoid upsetting or frightening delicate students into failing classes.,1
 Some are questioning the old adage that eating carrots improves your vision. ,1
"Experimental diet pill shows promise, little risk",1
Stem cell therapy for macular degeneration,1
"People are putting hair removal creams in conditioner, causing hair loss.",1
"If you look worldwide, the number of terrorist incidents have not substantially increased.",1
"Washington, D.C., has no 'J' Street because city designer Pierre L'Enfant bore a grudge against Chief Justice John Jay.",1
Know what to say when postpartum depression hits a loved one.,0
"Teachers have gotten into trouble over using 'The L.A. Math Test,' a piece of online humor, in the classroom.",0
"The United States government is paying people $3,000 a week to smoke marijuana through a federal clinical study.",1
"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",0
"""When New York Gov. Eliot Spitzer wanted to """"provide driver’s licenses to those who are undocumented. (Hillary Clinton) said don’t do it.""",0
Wichita VA hospital moves to remove former Missouri doctor.,0
Amendments end California governor’s unease on vaccine bill.,0
"Florida governor calls for teacher raises, new abortion law.",0
The biggest job of the surgeon general is to translate health care and health care needs into plain English.,1
People sometimes ingest metal fragments from grill brushes and become seriously injured.,0
Viral image Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”,1
"""A COVID-19 protester held a sign that said """"muzzles are for dogs and slaves,"""" alongside an illustration of a masked woman of color.""",0
"""Each week, 21 fathers die by suicide influenced directly by """"child access issues"""" or child custody disputes.""",1
The United States has never stood by and seen innocent people slaughtered to the extent that's happening in Syria.,1
"Fauci warns: More death, econ damage if US reopens too fast.",0
"Panhandling is a lucrative business, averaging an hourly rate of $50.",1
Surgery technique reduces strokes in atherosclerosis patients,1
"""Claims that former Sen. Tom Daschle said, """"Seniors should be more accepting of the conditions that come with age instead of treating them.""",1
Venom experts say global snake bite death tolls 'grossly underestimated'.,0
"""The nursery rhyme """"Ring Around the Rosie"""" is a coded reference to the Black Plague.""",1
"The lobster with which a woman was masturbating defecated into her vagina, implanting brine shrimp eggs which hatched inside ",1
"""Disputed parentage of a child born aboard a ship was resolved by listing the newborn as a """"son of the gun.""",1
More Guatemalan deportees from US test positive for virus.,0
"Study finds 140,000 bad reactions to antibiotics.",0
"Four charts show the respective COVID-19 infection rates in the United States, France, Italy, and Spain.",1
The government forced KFC to stop using the word 'chicken' in their name because they serve meat derived from mutant animals.,1
"""If implemented, the provisions of Texas Senate Bill 17 would """"allow doctors to refuse LGBTQ patients.""",1
Diet shown to reduce stroke risk may also reduce risk of depression,1
Breast cancer risk outlasts hormones,1
"When stocking up for coronavirus-related social distancing, avoid WIC-approved supermarket items, because they may run out and leave families dependent on WIC with no ability to purchase food.",1
Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,0
